	Ячейка 30-21 ПВК 81 Нитка 3	Мощность	Расход	Энерговыработка ТВС реактора (МВт*сут)	ДКЭВ1	Офсет
0	20.11.2017 17:29:31	1.82974559686888	28.2778873443604	2548.224609375	2.81800391389432; 3.50293542074364; 3.07240704500978; 2.38747553816047	0.07308970099667769
1	20.11.2017 17:29:32	1.82974559686888	28.1800384521484	2548.224609375	2.81800391389432; 3.50293542074364; 3.07240704500978; 2.38747553816047	0.07308970099667769
2	20.11.2017 17:29:34	1.81017612524462	28.2778873443604	2548.224609375	2.77886497064579; 3.44422700587084; 3.05283757338552; 2.38747553816047	0.06711409395973102
3	20.11.2017 17:29:35	1.81996086105675	28.1800384521484	2548.224609375	2.77886497064579; 3.46379647749511; 3.05283757338552; 2.38747553816047	0.0686767169179228
4	20.11.2017 17:29:36	1.81017612524462	28.1800384521484	2548.224609375	2.77886497064579; 3.44422700587084; 3.07240704500978; 2.38747553816047	0.06532663316582916
5	20.11.2017 17:29:38	1.81996086105675	27.9843444824219	2548.224609375	2.75929549902153; 3.44422700587084; 3.07240704500978; 2.40704500978474	0.06197654941373562
6	20.11.2017 17:29:39	1.81017612524462	28.1800384521484	2548.30053710938	2.75929549902153; 3.44422700587084; 3.07240704500978; 2.40704500978474	0.06197654941373562
7	20.11.2017 17:29:40	1.81996086105675	28.1800384521484	2548.30053710938	2.75929549902153; 3.44422700587084; 3.07240704500978; 2.40704500978474	0.06197654941373562
8	20.11.2017 17:29:42	1.81996086105675	28.1800384521484	2548.30053710938	2.75929549902153; 3.44422700587084; 3.09197651663405; 2.44618395303327	0.056666666666666775
9	20.11.2017 17:29:43	1.81996086105675	27.9843444824219	2548.30053710938	2.73972602739726; 3.44422700587084; 3.09197651663405; 2.44618395303327	0.055091819699498966
10	20.11.2017 17:29:44	1.81996086105675	28.1800384521484	2548.30053710938	2.73972602739726; 3.44422700587084; 3.11154598825832; 2.46575342465753	0.05158069883527452
11	20.11.2017 17:29:46	1.82974559686888	28.1800384521484	2548.30053710938	2.73972602739726; 3.44422700587084; 3.11154598825832; 2.4853228962818	0.049833887043188994
12	20.11.2017 17:29:47	1.81996086105675	27.9843444824219	2548.37622070313	2.70058708414873; 3.40508806262231; 3.13111545988258; 2.4853228962818	0.04173622704507562
13	20.11.2017 17:29:49	1.81996086105675	28.0821914672852	2548.37622070313	2.70058708414873; 3.40508806262231; 3.13111545988258; 2.50489236790607	0.040000000000000216
14	20.11.2017 17:29:50	1.81996086105675	28.1800384521484	2548.37622070313	2.70058708414873; 3.40508806262231; 3.13111545988258; 2.50489236790607	0.040000000000000216
15	20.11.2017 17:29:51	1.82974559686888	28.1800384521484	2548.37622070313	2.68101761252446; 3.40508806262231; 3.17025440313112; 2.5440313111546	0.031509121061359335
16	20.11.2017 17:29:53	1.81017612524462	28.2778873443604	2548.37622070313	2.64187866927593; 3.34637964774951; 3.15068493150685; 2.5440313111546	0.025125628140703335
17	20.11.2017 17:29:55	1.81017612524462	28.6692752838135	2548.37622070313	2.62230919765166; 3.32681017612524; 3.15068493150685; 2.5440313111546	0.021848739495797558
18	20.11.2017 17:29:56	1.81017612524462	28.3757343292236	2548.45263671875	2.6027397260274; 3.30724070450098; 3.15068493150685; 2.56360078277886	0.01683501683501758
19	20.11.2017 17:29:57	1.80039138943249	28.5714282989502	2548.45263671875	2.6027397260274; 3.30724070450098; 3.15068493150685; 2.56360078277886	0.01683501683501758
20	20.11.2017 17:29:59	1.81017612524462	28.1800384521484	2548.45263671875	2.58317025440313; 3.30724070450098; 3.15068493150685; 2.6027397260274	0.01176470588235268
21	20.11.2017 17:30:00	1.81017612524462	28.4735813140869	2548.45263671875	2.58317025440313; 3.30724070450098; 3.17025440313112; 2.62230919765166	0.008375209380234495
22	20.11.2017 17:30:01	1.81017612524462	28.2778873443604	2548.45263671875	2.56360078277886; 3.28767123287671; 3.18982387475538; 2.64187866927593	0.0016750418760463227
23	20.11.2017 17:30:03	1.81017612524462	28.4735813140869	2548.45263671875	2.56360078277886; 3.28767123287671; 3.18982387475538; 2.6614481409002	-8.348580095542484e-16
24	20.11.2017 17:30:04	1.81996086105675	28.5714282989502	2548.52807617188	2.5440313111546; 3.28767123287671; 3.20939334637965; 2.68101761252446	-0.005008347245409101
25	20.11.2017 17:30:06	1.81996086105675	28.4735813140869	2548.52807617188	2.52446183953033; 3.26810176125245; 3.22896281800391; 2.70058708414873	-0.01168614357262078
26	20.11.2017 17:30:07	1.81996086105675	28.3757343292236	2548.52807617188	2.52446183953033; 3.26810176125245; 3.24853228962818; 2.72015655577299	-0.014975041597337271
27	20.11.2017 17:30:08	1.81017612524462	28.5714282989502	2548.52807617188	2.4853228962818; 3.22896281800391; 3.22896281800391; 2.72015655577299	-0.02013422818791922
28	20.11.2017 17:30:10	1.81996086105675	28.4735813140869	2548.52807617188	2.4853228962818; 3.22896281800391; 3.24853228962818; 2.75929549902153	-0.025041736227045728
29	20.11.2017 17:30:11	1.81996086105675	28.4735813140869	2548.52807617188	2.46575342465753; 3.22896281800391; 3.26810176125245; 2.77886497064579	-0.030000000000000828
30	20.11.2017 17:30:13	1.81017612524462	28.4735813140869	2548.60375976563	2.46575342465753; 3.20939334637965; 3.24853228962818; 2.77886497064579	-0.030100334448160525
31	20.11.2017 17:30:14	1.81017612524462	28.4735813140869	2548.60375976563	2.44618395303327; 3.20939334637965; 3.24853228962818; 2.79843444227006	-0.03344481605351143
